00:07:15  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:15  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:15  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:15  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:15  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:15  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:16  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:16  L -> UBX CFG,  Size   8,  'Config'
00:07:16  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:16  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:16  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:16  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:16  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:16  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:16  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:16  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:17  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:17  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:17  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:17  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:17  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:17  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:17  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:17  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:17  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:17  L -> UBX CFG,  Size   9,  'Config'
00:07:18  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:18  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:18  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:18  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:18  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:18  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:18  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:18  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:18  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:18  L -> UBX CFG,  Size   9,  'Config'
00:07:19  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:19  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:19  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:19  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:19  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:19  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:19  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:19  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:19  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:20  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:20  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:20  L -> UBX CFG,  Size   9,  'Config'
00:07:20  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:20  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:20  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:20  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:20  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:20  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:20  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:21  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:21  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:21  L -> UBX CFG,  Size   9,  'Config'
00:07:21  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:21  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:21  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:21  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:21  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:21  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:21  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:22  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:22  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:22  L -> UBX CFG,  Size   9,  'Config'
00:07:22  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:22  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:22  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:22  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:22  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:22  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:22  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:23  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:23  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:23  L -> UBX CFG,  Size   9,  'Config'
00:07:23  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:23  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:23  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:23  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:23  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:23  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:23  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:24  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:24  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:24  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:24  L -> UBX CFG,  Size   9,  'Config'
00:07:24  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:24  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:24  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:24  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:24  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:24  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:25  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:25  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:25  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:25  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:25  L -> UBX CFG,  Size   9,  'Config'
00:07:25  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:25  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:25  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:25  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:25  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:26  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:26  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:26  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:26  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:26  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:26  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:26  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:26  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:26  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:26  L -> UBX CFG,  Size   9,  'Config'
00:07:27  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:27  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:27  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:27  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:27  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:27  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:27  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:27  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:27  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:27  L -> UBX CFG,  Size   9,  'Config'
00:07:28  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:28  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:28  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:28  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:28  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:28  L -> NMEA GPGSV,  Size  66,  'GNSS Satellites in View'
00:07:28  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:28  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:28  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:28  L -> UBX CFG,  Size   9,  'Config'
00:07:29  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:29  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:29  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:29  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:29  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:29  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:29  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:29  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:29  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:30  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:30  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:30  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:30  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:30  L -> UBX CFG,  Size   9,  'Config'
00:07:30  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:30  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:30  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:30  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:30  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:31  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:31  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:31  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:31  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:31  L -> UBX CFG,  Size   9,  'Config'
00:07:31  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:31  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:31  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:31  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:31  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:32  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:32  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:32  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:32  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:32  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:32  L -> UBX CFG,  Size   9,  'Config'
00:07:32  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:32  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:32  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:32  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:33  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:33  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:33  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:33  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:33  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:33  L -> UBX CFG,  Size   8,  'Config'
00:07:33  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:33  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:33  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:33  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:34  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:34  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:34  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:34  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:34  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:34  L -> UBX CFG,  Size   8,  'Config'
00:07:34  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:34  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:34  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:34  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:35  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:35  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:35  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:35  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:35  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:35  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:35  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:35  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:35  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:35  L -> UBX CFG,  Size   8,  'Config'
00:07:36  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:36  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:36  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:36  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:36  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:36  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:36  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:36  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:36  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:37  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:37  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:37  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:37  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:37  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:37  L -> UBX CFG,  Size   8,  'Config'
00:07:37  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:37  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:37  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:37  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:38  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:38  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:38  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:38  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:38  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:38  L -> UBX CFG,  Size  10,  'Config'
00:07:38  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:38  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:38  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:38  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:39  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:39  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:39  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:39  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:39  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:39  L -> UBX CFG,  Size  10,  'Config'
00:07:39  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:39  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:39  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:39  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:40  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:40  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:40  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:40  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:40  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:40  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:40  L -> UBX CFG,  Size  10,  'Config'
00:07:40  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:40  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:40  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:41  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:41  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:41  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:41  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:41  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:41  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:41  L -> UBX CFG,  Size  10,  'Config'
00:07:41  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:41  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:41  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:42  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:42  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:42  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:42  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:42  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:42  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:42  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:42  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:42  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:42  L -> UBX CFG,  Size  10,  'Config'
00:07:43  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:43  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:43  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:43  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:43  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:43  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:43  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:43  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:43  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:44  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:44  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:44  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:44  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:44  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:44  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:44  L -> UBX CFG,  Size  10,  'Config'
00:07:44  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:44  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:44  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:45  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:45  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:45  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:45  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:45  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:45  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:45  L -> UBX CFG,  Size  10,  'Config'
00:07:45  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:45  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:45  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:46  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:46  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:46  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:46  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:46  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:46  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:46  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:46  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:46  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:46  L -> UBX CFG,  Size  10,  'Config'
00:07:47  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:47  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:47  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:47  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:47  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:47  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:47  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:47  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:47  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:47  L -> UBX CFG,  Size  10,  'Config'
00:07:48  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:48  L -> NMEA GPVTG,  Size  41,  'Course Over Ground and Ground Speed'
00:07:48  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:48  L -> NMEA GPGSA,  Size  62,  'GNSS DOP and Active Satellites'
00:07:48  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:48  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:48  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:48  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:48  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:48  L -> UBX CFG,  Size  10,  'Config'
00:07:49  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:49  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:49  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:49  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
00:07:49  L -> NMEA GPGSV,  Size  70,  'GNSS Satellites in View'
00:07:49  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:49  L -> NMEA GPGSV,  Size  68,  'GNSS Satellites in View'
00:07:49  L -> NMEA GPGSV,  Size  31,  'GNSS Satellites in View'
00:07:49  L -> NMEA GPGLL,  Size  52,  'Geographic Position - Latitude/Longitude'
00:07:49  L -> UBX CFG,  Size  10,  'Config'
00:07:50  L -> NMEA GPRMC,  Size  74,  'Recommended Minimum Specific GNSS Data'
00:07:50  L -> NMEA GPVTG,  Size  42,  'Course Over Ground and Ground Speed'
00:07:50  L -> NMEA GPGGA,  Size  75,  'Global Positioning System Fix Data'
00:07:50  L -> NMEA GPGSA,  Size  60,  'GNSS DOP and Active Satellites'
